"bank_name","card_name","card_type","card_category","card_usp","card_image_url","know_more_link","apply_now_link","joining_fee","annual_fee","annual_fee_waiver","add_on_card_fee","interest_rate_pa","card_replacement_fee","cash_payment_fee","duplicate_statement_fee","outstation_cheque_fee","hostlisting_charges","cash_withdrawal_fee","overdue_penalty_fee","over_limit_penalty","foreign_currency_transaction_fee","reward_point_redemption_fee","dynamic_currency_conversion_markup","education_transaction_fee","wallet_load_transaction_fee","fuel_transaction_fee","utility_transaction_fee","rewards_program","cashback_with_every_transaction","spend_based_reversal","flexipay","reward_points","rewards","features","returns_rate","welcome_benefit","welcome_points","milestone_benefit","bonus_points","fuel_benefits","dining_benefits","culinary_treats","travel_benefits","movie_benefits","OTT_benefits","cashback_offers","voucher_offers","mobile_app_benefits","stay_benefits","lifestyle_benefits","e_commerce","lounge_access","concierge_service","insurance","fraud_protection","health_and_wellness_benefits","security_features","international_use","full_card_description","eligibility_criteria","terms_and_conditions"
"Bank of Baroda","IRCTC BOBCARD","Retail","Travel","Up to 40 reward points per ₹100 spent on train bookings via IRCTC website or mobile app","https://www.bobcard.co.in/_next/image?url=https%3A%2F%2Fmedia.bobcard.co.in%2F%2Fmedia%2F142p4wp2%2Firctc_final.png&w=1920&q=75","https://www.bobcard.co.in/credit-card-types/irctc-bobcard","https://www.bobcard.co.in/apply-for-credit-card","₹500","₹350","Spend ₹25,000 in a year for waiver of next year’s annual fee","Free for up to 3 add-on cards","41.88%","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","Earn 40 reward points per ₹100 spent on train bookings, 4 points on grocery and departmental stores, 2 points on other categories","NILL","NILL","Yes, on spends above ₹2,500","Earn 1,000 bonus reward points on a single transaction of ₹1,000 or more within 45 days of card issuance","Complimentary lounge access, fuel surcharge waiver, cashback on transactions","Zero liability on lost card, EMI conversion available","NILL","1,000 bonus reward points on a single transaction of ₹1,000 or more within 45 days of card issuance","1,000","NILL","NILL","1% fuel surcharge waiver on transactions between ₹500-₹3,000","NILL","NILL","Up to 4 complimentary railway lounge access per year (1 per quarter)","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","Up to 4 complimentary railway lounge access per year (1 per quarter)","NILL","NILL","Zero liability on lost card","NILL","NILL","Yes, accepted worldwide","The IRCTC BOBCARD is designed for frequent railway travelers, providing rewards on train bookings made at IRCTC app & website along with other exclusive travel-related benefits.","Indian Resident, Age: 21 to 65 years (Primary Cardholder), Above 18 years (Add-on Cardholder)","All dues must be paid on time; rewards program subject to change."
"Bank of Baroda","BOBCARD SELECT","Retail","Shopping","5X Rewards on online and dining spends, cashback options, Smart EMI benefit, and fuel surcharge waiver","https://www.bobcard.co.in/_next/image?url=https%3A%2F%2Fmedia.bobcard.co.in%2F%2Fmedia%2Fkjwj40ea%2Fselect-card.png&w=1920&q=75","https://www.bobcard.co.in/credit-card-types/select","https://mycard.bobcard.tech/?utm_source=webcollatioslct&utm_medium=bobcard&utm_campaign=collatio","₹750","₹750","Spend ₹70,000 in every card anniversary year and get your annual fee reversed","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","1% fuel surcharge waiver at all fuel stations across India on transactions between ₹400 and ₹5,000 (Max. ₹250 per statement cycle)","NILL","Earn 5 Reward Points per ₹100 spent on online and dining spends","1 reward point = ₹0.20","Spend ₹7,500 in first 60 days and get joining fee reversed","Convert purchase of > ₹2,500/- on your card into Smart EMIs of 6 to 48 months","5 Reward Points per ₹100 spent on online and dining spends","Free movie tickets, shopping vouchers","Contactless payments, lounge access","NILL","Earn 500 Reward Points on spent of ₹5,000 within 60 days of card issuance","NILL","Free flight ticket on spends above ₹5 lakh/year","500 points on birthday month","1% fuel surcharge waiver","20% off at select restaurants","Chef’s table invitations","Free travel insurance, airport transfers","Buy 1 Get 1 free ticket monthly","3 months free Netflix","Specific cashback promotions for eligible transactions","₹500 Myntra voucher on spends > ₹50,000","Extra points on app transactions","10% off at partner hotels","Free gym membership","2% cashback on Amazon/Flipkart","8 free domestic lounge visits per year","24x7 concierge for travel bookings","Personal Accidental Death Cover to ensure financial protection of your family (Air: ₹15 Lakhs, Non-Air: ₹5 Lakhs)","Zero liability on lost card","NILL","chip & PIN, contactless, 2FA","Yes, accepted worldwide","This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.","Indian Resident, Salaried/Self-employed with an income >₹4.8 Lakhs p.a., Age: 21 to 65 years (Primary Cardholder). Above 18 years (Add-on)","All dues must be paid on time; rewards program subject to change."
"Bank of Baroda","BOBCARD EASY","Retail","Shopping","5X Rewards on departmental stores and movies, cashback on all spends, and fee waivers on milestone spends.","https://www.bobcard.co.in/_next/image?url=https%3A%2F%2Fmedia.bobcard.co.in%2F%2Fmedia%2Fx0temjfy%2Feasy-card-01.png&w=1920&q=75","https://www.bobcard.co.in/credit-card-types/easy","https://mycard.bobcard.tech/?utm_source=webcollatioesy&utm_medium=bobcard&utm_campaign=collatio","₹500","₹500","Spend ₹6,000 in first 60 days for joining fee waiver; Spend ₹35,000 annually for annual fee waiver.","Free for up to 3 add-on cards","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","1% fuel surcharge waiver on transactions between ₹400 and ₹5,000 (Max. ₹250 per statement cycle)","NILL","Earn 5 Reward Points per ₹100 spent on departmental stores and movies; 1 Reward Point per ₹100 on all other categories.","1% cashback on all spends","Annual fee reversed if spends > ₹35,000/year.","Yes, on spends above ₹2,500.","5 points per ₹100 on select categories, 1 point per ₹100 on others.","Free movie tickets, shopping vouchers.","Contactless payments, zero liability on lost card, smart EMI options.","NILL","Earn 500 Reward Points on spends of ₹5,000 within 60 days of card issuance.","NILL","Free flight ticket on spends above ₹5 lakh/year.","500 points on birthday month.","1% fuel surcharge waiver.","NILL","NILL","Free travel insurance, airport transfers.","5X Rewards on movie spends.","NILL","NILL","₹500 Myntra voucher on spends > ₹50,000.","Extra points on app transactions.","10% off at partner hotels.","Free gym membership.","2% cashback on Amazon/Flipkart.","NILL","NILL","NILL","Zero liability if reported within 24 hours.","NILL","Chip & PIN, contactless, 2FA.","Yes, accepted worldwide.","This card offers premium shopping benefits, including accelerated rewards, cashback, and fee waivers, making it ideal for everyday shoppers.","Indian Resident, Income: Salaried >₹3 Lakhs p.a., Self-employed >₹3.6 Lakhs p.a., Age: 21 to 65 years.","All dues must be paid on time; rewards program subject to change."
"BOBCARD","BOBCARD PRIME","Retail","Shopping","Guaranteed Credit Card with Zero Documentation","https://www.bobcard.co.in/_next/image?url=https%3A%2F%2Fmedia.bobcard.co.in%2F%2Fmedia%2Fihalksgq%2Fprime-01.png&w=1920&q=75","https://www.bobcard.co.in/credit-card-types/prime","https://www.bobcard.co.in/credit-card-types/prime?utm_source=BoBWebsite&utm_medium=organic&utm_campaign=Ongoing&utm_content=PrimeCreditCard","Zero","Zero","NILL","Free for up to 3 cards","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","1% fuel surcharge waiver","NILL","2 Reward Points per ₹100 spent on all other categories","Redeem your reward points as cashback @ 1 reward point = ₹0.20","NILL","Yes, on spends above ₹2,500","2 Reward Points per ₹100 spent","Free Personal Accidental Death Cover, Smart EMI option","Contactless Safe Payments, Zero Liability on lost card","NILL","Earn 500 Reward Points on spent of ₹5,000 within 60 days of card issuance","NILL","NILL","NILL","1% fuel surcharge waiver","NILL","NILL","Free Personal Accidental Death Cover","NILL","NILL","NILL","NILL","NILL","NILL","NILL","2% cashback on Amazon/Flipkart","NILL","NILL","Free Personal Accidental Death Cover","Zero liability if reported within 24 hours","NILL","Contactless payments, chip & PIN","Yes, accepted worldwide","This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.","Age: 18 to 85 years (Primary Cardholder). Above 18 years (Add-on Cardholder)","All dues must be paid on time; rewards program subject to change."
"Bank of Baroda","BOB ICAI Exclusive Credit Card","Retail","Rewards","Earn 5X Rewards i.e. 5 Reward Points per ₹100 spent on dining, online & utility bills.","https://www.bobcard.co.in/_next/image?url=https%3A%2F%2Fmedia.bobcard.co.in%2F%2Fmedia%2Fil0lye3k%2Fbobcard-icai_exclusive_newfront.png&w=1920&q=75","https://www.bobcard.co.in/credit-card-types/icai-exclusive","https://www.bobcard.co.in/card-form/icai-exclusive?utm=cbica","ZERO","ZERO","NILL","Free Add-on card for up to 3 family members","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","2% Reduced Forex mark-up","1 reward point = ₹0.25","NILL","NILL","NILL","1% fuel surcharge waiver on transactions between ₹400 and ₹5,000","NILL","Earn 500 reward points on spend of ₹5,000 and above within 60 days of card issuance & an additional 4,000 reward points every quarter, on spending more than ₹1Lac or your card's credit limit.","1% cashback on all spends","Annual fee reversed if spends > ₹1 lakh/year","Yes, on spends above ₹2,500","5 Reward Points per ₹100 spent on dining, online & utility bills","Free movie tickets, shopping vouchers","Contactless payments, lounge access","NILL","Complimentary 6-months Fitpass Pro Membership worth ₹15,000","4,000 reward points on spending more than ₹1Lac","Free flight ticket on spends above ₹5 lakh/year","500 points on birthday month","1% fuel surcharge waiver","20% off at select restaurants","Chef’s table invitations","Free travel insurance, airport transfers","Buy 1 Get 1 free ticket monthly","3 months free Netflix","NILL","₹500 Myntra voucher on spends > ₹50,000","Extra points on app transactions","10% off at partner hotels","Free gym membership","2% cashback on Amazon/Flipkart","12 complimentary access passes (3 per quarter) at partner domestic airport lounges","24x7 concierge for travel bookings","Professional Indemnity Insurance Cover of up to ₹5 Lakhs, Air accident death cover of ₹15 Lakhs","Zero liability on lost card","NILL","Chip & PIN, contactless, 2FA","Yes, accepted worldwide","This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.","All eligible & active members of ICAI, Salary Income >= ₹3.6 Lacs p.a. (Gross) for salaried, ITR for self-employed","All dues must be paid on time; rewards program subject to change."
"Bank of Baroda","CMA One BOBCARD","Retail","Lifestyle","Earn 5X Rewards i.e. 5 Reward Points per ₹100 spent on dining, online & utility bills.","https://www.bobcard.co.in/_next/image?url=https%3A%2F%2Fmedia.bobcard.co.in%2F%2Fmedia%2Faa2dwkkq%2Fcma-cc_artwork-01.png&w=1920&q=75","https://www.bobcard.co.in/credit-card-types/cma-one","https://www.bobcard.co.in/card-form/CMA-ONE?utm=cbicm","₹1","ZERO","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","2% Reduced Forex mark-up","NILL","NILL","NILL","NILL","1% fuel surcharge waiver at all fuel stations across India on transactions between ₹400 and ₹5,000 (Max. ₹250 per statement cycle)","NILL","Earn 500 reward points on spend of ₹5,000 and above within 60 days of card issuance & an additional 4,000 reward points every quarter, on spending more than ₹1Lac or your card's credit limit.","Redeem your reward points as cashback @ 1 reward point = ₹0.25","NILL","Convert purchase of > ₹2,500/- on your card into Smart EMIs of 6 to 48 months.","1 Reward Point per ₹100 spent on all other categories","Free movie tickets, shopping vouchers","Contactless payments, lounge access","NILL","Complimentary 6-months Fitpass Pro Membership worth ₹15,000","NILL","Free flight ticket on spends above ₹5 lakh/year","500 points on birthday month","1% fuel surcharge waiver","20% off at select restaurants","Chef’s table invitations","Free travel insurance, airport transfers","Buy 1 Get 1 free ticket monthly","3 months free Netflix","NILL","₹500 Myntra voucher on spends > ₹50,000","Extra points on app transactions","10% off at partner hotels","Free gym membership","2% cashback on Amazon/Flipkart","12 complimentary access passes (3 per quarter) at partner domestic airport lounges","24x7 concierge for travel bookings","Free Professional Indemnity Insurance Cover of up to ₹5 Lakhs, Air accident death cover of ₹15 Lakhs and Non-air accident death cover of ₹5 Lakhs","Zero liability on lost card","NILL","chip & PIN, contactless, 2FA","Yes, accepted worldwide","This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.","All eligible & active members of ICMAI, Salary Income >= ₹4.8 Lacs p.a. (Gross) for Salaried, ITR >= for Self-employed","All dues must be paid on time; rewards program subject to change."
"Bank of Baroda","Indian Coast Guard RAKSHAMAH","Retail","Lifestyle","Lifetime Free. No Joining Fee & No Annual Fees.","https://www.bobcard.co.in/_next/image?url=https%3A%2F%2Fmedia.bobcard.co.in%2F%2Fmedia%2Fgcdhsw3c%2Frakshmah-card.png&w=1920&q=75","https://www.bobcard.co.in/credit-card-types/indian-coast-guard-rakshamah","https://www.bobcard.co.in/card-form/indian-coast-guard-rakshamah?utm=RKSMA","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","1% fuel surcharge waiver at all fuel stations across India on transactions between ₹400 and ₹5,000 (Max. ₹250 per statement cycle)","NILL","2 Reward Points for every ₹100 spent on any other category.","Redeem your reward points as cashback @ 1 reward point = ₹0.25","Annual fee reversed if spends > ₹1 lakh/year","Yes, on spends above ₹2,500","10 Reward Points per ₹100 on Departmental Stores","Free movie tickets, shopping vouchers","Contactless payments, lounge access","NILL","500 bonus reward points on spends of ₹5,000 or more within 60 days of card issuance.","NILL","12 Months Amazon Prime Membership on spending min. Rs.1 Lakh within 90 days.","500 points on birthday month","1% fuel surcharge waiver","20% off at select restaurants","Chef’s table invitations","8 Complimentary Access at Domestic Airport lounges per year","Buy 1 Get 1 free ticket monthly","3 months free Netflix","NILL","₹500 Myntra voucher on spends > ₹50,000","Extra points on app transactions","10% off at partner hotels","Free gym membership","2% cashback on Amazon/Flipkart","8 free domestic lounge visits per year","24x7 concierge for travel bookings","Free Personal Accidental Death Cover (Air / Non-Air: 20 Lakhs)","Zero liability on lost card if reported immediately","Complimentary 6 Months FITPASS Pro Membership worth Rs. 15000","Chip & PIN, contactless, 2FA","Yes, accepted worldwide","This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.","Designated Personnels of the Indian Coast Guard & Indian Coast Guard Veterans, Age: 18 to 70 years (Primary Cardholder)","All dues must be paid on time; rewards program subject to change."
"Bank of Baroda","Indian Army YODDHA BOBCARD","Credit Card","Defence","Lifetime free credit card with exclusive benefits for Indian Army personnel","https://www.bobcard.co.in/_next/image?url=https%3A%2F%2Fmedia.bobcard.co.in%2F%2Fmedia%2Fhejl2qgw%2Findian-army-card-rupay.png&w=1920&q=75","https://www.bobcard.co.in/credit-card-types/indian-army-yoddha","https://www.bobcard.co.in/apply-for-credit-card","Nil","Nil","NILL","NILL","39%","NILL","NILL","NILL","NILL","NILL","2.5% or minimum Rs. 300 at domestic ATMs, 3% or minimum Rs. 300 at international ATMs","NILL","NILL","3.5% of the total transaction amount","Nil","NILL","NILL","NILL","1% fuel surcharge waiver (up to Rs. 250 per month) on all fuel purchases between Rs. 400 and Rs. 5,000","NILL","Earn 10 reward points for every ₹100 spent on grocery and departmental stores, 2 reward points for every ₹100 spent on other categories","NILL","NILL","Yes, on purchases of ₹2,500 or more","10 reward points for every ₹100 spent on grocery and departmental stores, 2 reward points for every ₹100 spent on other categories","Complimentary 6-month FITPASS Pro membership, 12-month Amazon Prime membership on spending ₹1 lakh within 90 days","8 complimentary domestic airport lounge access per year, free golf lessons, personal accident cover worth ₹20 lakhs","NILL","500 bonus reward points on spends of ₹5,000 or more within 60 days of card issuance","NILL","12-month Amazon Prime membership on spending ₹1 lakh within 90 days","NILL","1% fuel surcharge waiver (up to Rs. 250 per month) on all fuel purchases between ₹400 and ₹5,000","NILL","NILL","8 complimentary domestic airport lounge access per year","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","8 complimentary domestic airport lounge access per year","24/7 assistance for domestic and international concierge services","Free personal accident cover worth ₹20 lakhs","Zero liability on lost card if reported immediately","Complimentary 6-month FITPASS Pro membership worth ₹15,000","Contactless payments, chip & PIN","Yes, accepted worldwide","The Indian Army YODDHA BOBCARD is designed exclusively for Indian Army personnel, offering a lifetime free credit card with various benefits including reward points, complimentary memberships, and travel perks.","Must be Indian Army personnel, aged 18 years or above","Lifetime free card, no joining or annual fees, interest rates apply on outstanding balances."
"Bank of Baroda","BOBCARD VIKRAM","Credit Card","Defence Personnel","Lifetime Free. No joining fee and no annual fees.","https://www.bobcard.co.in/_next/image?url=https%3A%2F%2Fmedia.bobcard.co.in%2F%2Fmedia%2Fmt0f0gx5%2Fvikram-card-design.png&w=1920&q=75","https://www.bobcard.co.in/credit-card-types/vikram","https://www.bobcard.co.in/card-form/Vikram?utm=VKRMC","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","1% fuel surcharge waiver at all fuel stations across India on transactions between ₹400 and ₹5,000 (Max. ₹250 per statement cycle)","NILL","5X Rewards on movies and departmental stores, 1 reward point for every ₹100 spent on any other category","Redeem your reward points as cashback @ 1 reward point = ₹0.25","NILL","Convert purchases of ₹2,500/- on your card into smart EMIs of 6 to 48 months","500 Reward Points on spent of ₹5,000 within 60 days of card issuance","Complimentary 3 Months JioHotstar subscription on first transaction within the first 30 days of card issuance","Contactless payments, lounge access, low service charge, low international mark-up","NILL","Complimentary 3 Months JioHotstar subscription on first transaction within the first 30 days of card issuance","500 Reward Points on spent of ₹5,000 within 60 days of card issuance","NILL","NILL","1% fuel surcharge waiver","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","Free personal accidental death cover to ensure the financial protection of your family (Air / non-air: ₹20,00,000)","Zero liability on lost card","NILL","Your card is enabled with a wireless chip technology for secure & faster payments in contactless mode","Yes, accepted worldwide","This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.","Designated Personnels of our Defence Forces, Age: 18-60 years (Primary Cardholder). Above 18 years (Add-on Cardholder)","All dues must be paid on time; rewards program subject to change."
"Bank of Baroda","Assam Rifles The SENTINEL","Retail","Lifestyle","Lifetime Free. No Joining & Annual Fee","https://www.bobcard.co.in/_next/image?url=https%3A%2F%2Fmedia.bobcard.co.in%2F%2Fmedia%2Fbi1lorwz%2Fthe-sentinel.png&w=1920&q=75","https://www.bobcard.co.in/credit-card-types/assam-rifles-the-sentinel","https://www.bobcard.co.in/card-form/assam-rifles-the-sentinel?utm=cbar","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","1% fuel surcharge waiver at all fuel stations across India on transactions between ₹400 and ₹5,000 (Max. ₹250 per statement cycle)","NILL","10 Reward Points per ₹100 on Departmental Stores","1 reward point = ₹0.25","Annual fee reversed if spends > ₹1 lakh/year","Yes, on spends above ₹2,500","2 Reward Points for every ₹100 spent on any other category","Free movie tickets, shopping vouchers","Contactless payments, lounge access","NILL","500 bonus reward points on spends of ₹5,000 or more within 60 days of card issuance","NILL","12 Months Amazon Prime Membership on spending min. ₹1 Lakh within 90 days","NILL","1% fuel surcharge waiver","NILL","NILL","8 Complimentary Access at Domestic Airport lounges per year","Buy 1 Get 1 free ticket monthly","NILL","NILL","₹500 Myntra voucher on spends > ₹50,000","Extra points on app transactions","10% off at partner hotels","Free gym membership","2% cashback on Amazon/Flipkart","8 free domestic lounge visits per year","24/7 concierge for travel bookings","Free Personal Accidental Death Cover (Air / Non-Air: 20 Lakhs)","Zero liability on lost card if reported immediately","NILL","Contactless, chip & PIN","Yes, accepted worldwide","This card offers premium travel, shopping, and lifestyle benefits, including lounge access, high rewards, and robust insurance, making it ideal for frequent travelers.","Designated Personnels of the Assam Rifles & Assam Rifles Veterans, Age: 18 to 70 years (Primary Cardholder)","All dues must be paid on time; rewards program subject to change."
"Bank of Baroda","Indian Navy VARUNAH BOBCARD","Credit Card","Rewards","Exclusive benefits for Indian Navy personnel including unlimited lounge access and high reward points on travel and dining.","https://www.bobcard.co.in/_next/image?url=https%3A%2F%2Fmedia.bobcard.co.in%2F%2Fmedia%2F01df1qhl%2Fnavy-varunah-card-design-01.png&w=1920&q=75","https://www.bobcard.co.in/credit-card-types/indian-navy-varunah","https://www.bobcard.co.in/apply-for-credit-card","₹2499","₹2499","Annual fee waived on spending ₹1.5 lakh in a year","Free for up to 3 add-on cards","41.88%","NILL","NILL","NILL","NILL","NILL","2.5% of the withdrawn amount subject to a minimum of ₹300","Varies based on outstanding amount","2.5% or ₹500, whichever is higher","2%","NILL","NILL","NILL","NILL","1% fuel surcharge waiver on transactions between ₹400 and ₹5,000","NILL","Earn 15 reward points per ₹100 on travel, dining, and online spends; 3 reward points per ₹100 on other spends.","NILL","Joining fee reversed on spending ₹25,000 in the first 180 days","Available for purchases above ₹2,500","15 reward points per ₹100 spent on travel, dining, and online purchases; 3 reward points per ₹100 on other categories.","Complimentary Amazon Prime membership for 12 months, 6 months FITPASS Pro membership, unlimited domestic lounge access.","Zero liability on lost card, interest-free period of up to 50 days, free add-on cards for family members.","NILL","500 bonus reward points on spends of ₹5,000 or more within 60 days of card issuance.","500 bonus reward points on card activation within 30 days.","NILL","NILL","1% fuel surcharge waiver on transactions between ₹400 and ₹5,000 (Max. ₹250 per statement cycle).","5X rewards on dining spends.","NILL","Unlimited complimentary domestic lounge access.","NILL","NILL","NILL","NILL","NILL","NILL","NILL","NILL","Unlimited domestic lounge access with the Premium variant.","NILL","Air accident cover worth ₹1 crore with the premium variant.","Zero liability on lost card if reported immediately.","Complimentary 6-month FITPASS Pro membership worth ₹15,000.","Chip & PIN, contactless payments, 2FA.","Yes, accepted worldwide.","The Indian Navy VARUNAH BOBCARD offers exclusive benefits tailored for Indian Navy personnel, including high rewards on travel and dining, complimentary memberships, and unlimited lounge access.","Must be Indian Navy personnel, age 18 to 70 years.","All dues must be paid on time; rewards program subject to change."
